version,1,0.01*
steps,2*

m,1,concrete,33.7,36220*
m,11,steel,1.0E8,210000.0,20.5*
m,12,steel,319,208000,20.5*
m,13,steel,654,210000.0,20.5*
m,14,steel,457,210000.0,20.5*
m,15,steelLinSoft,0.472,36220,3.6*
b,431,ux,0.0*
e,377,conc3N,242,256,243,0.2,1*
e,378,conc3N,255,256,242,0.2,1*
e,379,conc3N,243,256,244,0.8,1*
e,380,conc3N,256,257,244,0.8,1*
e,381,conc3N,244,258,245,0.8,1*
e,382,conc3N,257,258,244,0.8,1*
e,383,conc3N,245,258,246,0.8,1*
e,384,conc3N,258,259,246,0.8,1*
e,385,conc3N,249,262,250,0.2,1*
e,386,conc3N,262,263,250,0.2,1*
e,387,conc3N,250,264,251,0.2,1*
e,388,conc3N,263,264,250,0.2,1*
e,389,conc3N,251,264,252,0.2,1*
e,390,conc3N,264,265,252,0.2,1*
e,391,conc3N,252,266,253,0.2,1*
e,392,conc3N,265,266,252,0.2,1*
e,393,conc3N,253,266,254,0.2,1*
e,394,conc3N,266,267,254,0.2,1*
e,395,conc3N,254,268,255,0.2,1*
e,396,conc3N,267,268,254,0.2,1*
e,397,conc3N,255,268,256,0.2,1*
e,398,conc3N,268,269,256,0.2,1*
e,399,conc3N,256,270,257,0.8,1*
e,400,conc3N,269,270,256,0.8,1*
e,401,conc3N,257,270,258,0.8,1*
e,402,conc3N,270,271,258,0.8,1*
e,403,conc3N,258,272,259,0.8,1*
e,404,conc3N,271,272,258,0.8,1*
e,405,conc3N,262,276,263,0.2,1*
e,406,conc3N,275,276,262,0.2,1*
e,407,conc3N,263,276,264,0.2,1*
e,408,conc3N,276,277,264,0.2,1*
e,409,conc3N,264,278,265,0.2,1*
e,410,conc3N,277,278,264,0.2,1*
e,411,conc3N,265,278,266,0.2,1*
e,412,conc3N,278,279,266,0.2,1*
e,413,conc3N,266,280,267,0.2,1*
e,414,conc3N,279,280,266,0.2,1*
e,415,conc3N,267,280,268,0.2,1*
e,416,conc3N,280,281,268,0.2,1*
e,417,conc3N,268,282,269,0.2,1*
e,418,conc3N,281,282,268,0.2,1*
e,419,conc3N,269,282,270,0.8,1*
e,420,conc3N,282,283,270,0.8,1*
e,421,conc3N,270,284,271,0.8,1*
e,422,conc3N,283,284,270,0.8,1*
e,423,conc3N,271,284,272,0.8,1*
e,424,conc3N,284,285,272,0.8,1*
e,425,conc3N,275,288,276,0.2,1*
e,426,conc3N,288,289,276,0.2,1*
e,427,conc3N,276,290,277,0.2,1*
e,428,conc3N,289,290,276,0.2,1*
e,429,conc3N,277,290,278,0.2,1*
e,430,conc3N,290,291,278,0.2,1*
e,431,conc3N,278,292,279,0.2,1*
e,432,conc3N,291,292,278,0.2,1*
e,433,conc3N,279,292,280,0.2,1*
e,434,conc3N,292,293,280,0.2,1*
e,435,conc3N,280,294,281,0.2,1*
e,436,conc3N,293,294,280,0.2,1*
e,437,conc3N,281,294,282,0.2,1*
e,438,conc3N,294,295,282,0.2,1*
e,439,conc3N,282,296,283,0.8,1*
e,440,conc3N,295,296,282,0.8,1*
e,441,conc3N,283,296,284,0.8,1*
e,442,conc3N,296,297,284,0.8,1*
e,443,conc3N,284,298,285,0.8,1*
e,444,conc3N,297,298,284,0.8,1*
e,445,conc3N,288,302,289,0.2,1*
e,446,conc3N,301,302,288,0.2,1*
e,447,conc3N,289,302,290,0.2,1*
e,448,conc3N,302,303,290,0.2,1*
e,449,conc3N,290,304,291,0.2,1*
e,450,conc3N,303,304,290,0.2,1*
e,451,conc3N,291,304,292,0.2,1*
e,452,conc3N,304,305,292,0.2,1*
e,453,conc3N,292,306,293,0.2,1*
e,454,conc3N,305,306,292,0.2,1*
e,455,conc3N,293,306,294,0.2,1*
e,456,conc3N,306,307,294,0.2,1*
e,457,conc3N,294,308,295,0.2,1*
e,458,conc3N,307,308,294,0.2,1*
e,459,conc3N,295,308,296,0.8,1*
e,460,conc3N,308,309,296,0.8,1*
e,461,conc3N,296,310,297,0.8,1*
e,462,conc3N,309,310,296,0.8,1*
e,463,conc3N,297,310,298,0.8,1*
e,464,conc3N,310,311,298,0.8,1*
e,465,conc3N,301,314,302,0.2,1*
e,466,conc3N,314,315,302,0.2,1*
e,467,conc3N,302,316,303,0.2,1*
e,468,conc3N,315,316,302,0.2,1*
e,469,conc3N,303,316,304,0.2,1*
e,470,conc3N,316,317,304,0.2,1*
e,471,conc3N,304,318,305,0.2,1*
e,472,conc3N,317,318,304,0.2,1*
e,473,conc3N,305,318,306,0.2,1*
e,474,conc3N,318,319,306,0.2,1*
e,475,conc3N,306,320,307,0.2,1*
e,476,conc3N,319,320,306,0.2,1*
e,477,conc3N,307,320,308,0.2,1*
e,478,conc3N,320,321,308,0.2,1*
e,479,conc3N,308,322,309,0.8,1*
e,480,conc3N,321,322,308,0.8,1*
e,481,conc3N,309,322,310,0.8,1*
e,482,conc3N,322,323,310,0.8,1*
e,483,conc3N,310,324,311,0.8,1*
e,484,conc3N,323,324,310,0.8,1*
e,485,conc3N,314,328,315,0.2,1*
e,486,conc3N,327,328,314,0.2,1*
e,487,conc3N,315,328,316,0.2,1*
e,488,conc3N,328,329,316,0.2,1*
e,489,conc3N,316,330,317,0.2,1*
e,490,conc3N,329,330,316,0.2,1*
e,491,conc3N,317,330,318,0.2,1*
e,492,conc3N,330,331,318,0.2,1*
e,493,conc3N,318,332,319,0.2,1*
e,494,conc3N,331,332,318,0.2,1*
e,495,conc3N,319,332,320,0.2,1*
e,496,conc3N,332,333,320,0.2,1*
e,497,conc3N,320,334,321,0.2,1*
e,498,conc3N,333,334,320,0.2,1*
e,499,conc3N,321,334,322,0.8,1*
e,500,conc3N,334,335,322,0.8,1*
e,501,conc3N,322,336,323,0.8,1*
e,502,conc3N,335,336,322,0.8,1*
e,503,conc3N,323,336,324,0.8,1*
e,504,conc3N,336,337,324,0.8,1*
e,505,conc3N,324,338,325,0.8,11*
e,506,conc3N,337,338,324,0.8,11*
e,507,conc3N,327,340,328,0.2,1*
e,508,conc3N,340,341,328,0.2,1*
e,509,conc3N,328,342,329,0.2,1*
e,510,conc3N,341,342,328,0.2,1*
e,511,conc3N,329,342,330,0.2,1*
e,512,conc3N,342,343,330,0.2,1*
e,513,conc3N,330,344,331,0.2,1*
e,514,conc3N,343,344,330,0.2,1*
e,515,conc3N,331,344,332,0.2,1*
e,516,conc3N,344,345,332,0.2,1*
e,517,conc3N,332,346,333,0.2,1*
e,518,conc3N,345,346,332,0.2,1*
e,519,conc3N,333,346,334,0.2,1*
e,520,conc3N,346,347,334,0.2,1*
e,521,conc3N,334,348,335,0.8,1*
e,522,conc3N,347,348,334,0.8,1*
e,523,conc3N,335,348,336,0.8,1*
e,524,conc3N,348,349,336,0.8,1*
e,525,conc3N,336,350,337,0.8,1*
e,526,conc3N,349,350,336,0.8,1*
e,527,conc3N,337,350,338,0.8,11*
e,528,conc3N,350,351,338,0.8,11*
e,529,conc3N,340,354,341,0.2,1*
e,530,conc3N,353,354,340,0.2,1*
e,531,conc3N,341,354,342,0.2,1*
e,532,conc3N,354,355,342,0.2,1*
e,533,conc3N,342,356,343,0.2,1*
e,534,conc3N,355,356,342,0.2,1*
e,535,conc3N,343,356,344,0.2,1*
e,536,conc3N,356,357,344,0.2,1*
e,537,conc3N,344,358,345,0.2,1*
e,538,conc3N,357,358,344,0.2,1*
e,539,conc3N,345,358,346,0.2,1*
e,540,conc3N,358,359,346,0.2,1*
e,541,conc3N,346,360,347,0.2,1*
e,542,conc3N,359,360,346,0.2,1*
e,543,conc3N,347,360,348,0.8,1*
e,544,conc3N,360,361,348,0.8,1*
e,545,conc3N,348,362,349,0.8,1*
e,546,conc3N,361,362,348,0.8,1*
e,547,conc3N,349,362,350,0.8,1*
e,548,conc3N,362,363,350,0.8,1*
e,549,conc3N,353,366,354,0.2,1*
e,550,conc3N,366,367,354,0.2,1*
e,551,conc3N,354,368,355,0.2,1*
e,552,conc3N,367,368,354,0.2,1*
e,553,conc3N,355,368,356,0.2,1*
e,554,conc3N,368,369,356,0.2,1*
e,555,conc3N,356,370,357,0.2,1*
e,556,conc3N,369,370,356,0.2,1*
e,557,conc3N,357,370,358,0.2,1*
e,558,conc3N,370,371,358,0.2,1*
e,559,conc3N,358,372,359,0.2,1*
e,560,conc3N,371,372,358,0.2,1*
e,561,conc3N,359,372,360,0.2,1*
e,562,conc3N,372,373,360,0.2,1*
e,563,conc3N,360,374,361,0.8,1*
e,564,conc3N,373,374,360,0.8,1*
e,565,conc3N,361,374,362,0.8,1*
e,566,conc3N,374,375,362,0.8,1*
e,567,conc3N,362,376,363,0.8,1*
e,568,conc3N,375,376,362,0.8,1*
e,569,conc3N,366,380,367,0.2,1*
e,570,conc3N,379,380,366,0.2,1*
e,571,conc3N,367,380,368,0.2,1*
e,572,conc3N,380,381,368,0.2,1*
e,573,conc3N,368,382,369,0.2,1*
e,574,conc3N,381,382,368,0.2,1*
e,575,conc3N,369,382,370,0.2,1*
e,576,conc3N,382,383,370,0.2,1*
e,577,conc3N,370,384,371,0.2,1*
e,578,conc3N,383,384,370,0.2,1*
e,579,conc3N,371,384,372,0.2,1*
e,580,conc3N,384,385,372,0.2,1*
e,581,conc3N,372,386,373,0.2,1*
e,582,conc3N,385,386,372,0.2,1*
e,583,conc3N,373,386,374,0.8,1*
e,584,conc3N,386,387,374,0.8,1*
e,585,conc3N,374,388,375,0.8,1*
e,586,conc3N,387,388,374,0.8,1*
e,587,conc3N,375,388,376,0.8,1*
e,588,conc3N,388,389,376,0.8,1*
e,589,conc3N,379,392,380,0.2,1*
e,590,conc3N,392,393,380,0.2,1*
e,591,conc3N,380,394,381,0.2,1*
e,592,conc3N,393,394,380,0.2,1*
e,593,conc3N,381,394,382,0.2,1*
e,594,conc3N,394,395,382,0.2,1*
e,595,conc3N,382,396,383,0.2,1*
e,596,conc3N,395,396,382,0.2,1*
e,597,conc3N,383,396,384,0.2,1*
e,598,conc3N,396,397,384,0.2,1*
e,599,conc3N,384,398,385,0.2,1*
e,600,conc3N,397,398,384,0.2,1*
e,601,conc3N,385,398,386,0.2,1*
e,602,conc3N,398,399,386,0.2,1*
e,603,conc3N,386,400,387,0.8,1*
e,604,conc3N,399,400,386,0.8,1*
e,605,conc3N,387,400,388,0.8,1*
e,606,conc3N,400,401,388,0.8,1*
e,607,conc3N,388,402,389,0.8,1*
e,608,conc3N,401,402,388,0.8,1*
e,609,conc3N,392,406,393,0.2,1*
e,610,conc3N,405,406,392,0.2,1*
e,611,conc3N,393,406,394,0.2,1*
e,612,conc3N,406,407,394,0.2,1*
e,613,conc3N,394,408,395,0.2,1*
e,614,conc3N,407,408,394,0.2,1*
e,615,conc3N,395,408,396,0.2,1*
e,616,conc3N,408,409,396,0.2,1*
e,617,conc3N,396,410,397,0.2,1*
e,618,conc3N,409,410,396,0.2,1*
e,619,conc3N,397,410,398,0.2,1*
e,620,conc3N,410,411,398,0.2,1*
e,621,conc3N,398,412,399,0.2,1*
e,622,conc3N,411,412,398,0.2,1*
e,623,conc3N,399,412,400,0.8,1*
e,624,conc3N,412,413,400,0.8,1*
e,625,conc3N,400,414,401,0.8,1*
e,626,conc3N,413,414,400,0.8,1*
e,627,conc3N,401,414,402,0.8,1*
e,628,conc3N,414,415,402,0.8,1*
e,629,conc3N,405,418,406,0.2,1*
e,630,conc3N,418,419,406,0.2,1*
e,631,conc3N,406,420,407,0.2,1*
e,632,conc3N,419,420,406,0.2,1*
e,633,conc3N,407,420,408,0.2,1*
e,634,conc3N,420,421,408,0.2,1*
e,635,conc3N,408,422,409,0.2,1*
e,636,conc3N,421,422,408,0.2,1*
e,637,conc3N,409,422,410,0.2,1*
e,638,conc3N,422,423,410,0.2,1*
e,639,conc3N,410,424,411,0.2,1*
e,640,conc3N,423,424,410,0.2,1*
e,641,conc3N,411,424,412,0.2,1*
e,642,conc3N,424,425,412,0.2,1*
e,643,conc3N,412,426,413,0.8,1*
e,644,conc3N,425,426,412,0.8,1*
e,645,conc3N,413,426,414,0.8,1*
e,646,conc3N,426,427,414,0.8,1*
e,647,conc3N,414,428,415,0.8,1*
e,648,conc3N,427,428,414,0.8,1*
e,649,conc3N,418,432,419,0.2,1*
e,650,conc3N,431,432,418,0.2,1*
e,651,conc3N,419,432,420,0.2,1*
e,652,conc3N,432,433,420,0.2,1*
e,653,conc3N,420,434,421,0.2,1*
e,654,conc3N,433,434,420,0.2,1*
e,655,conc3N,421,434,422,0.2,1*
e,656,conc3N,434,435,422,0.2,1*
e,657,conc3N,422,436,423,0.2,1*
e,658,conc3N,435,436,422,0.2,1*
e,659,conc3N,423,436,424,0.2,1*
e,660,conc3N,436,437,424,0.2,1*
e,661,conc3N,424,438,425,0.2,1*
e,662,conc3N,437,438,424,0.2,1*
e,663,conc3N,425,438,426,0.8,1*
e,664,conc3N,438,439,426,0.8,1*
e,665,conc3N,426,440,427,0.8,1*
e,666,conc3N,439,440,426,0.8,1*
e,667,conc3N,427,440,428,0.8,1*
e,668,conc3N,440,441,428,0.8,1*
e,669,bar,3,16,0.00098423,13*
e,670,bar,16,29,0.00098423,13*
e,671,bar,29,42,0.00098423,13*
e,672,bar,42,55,0.00098423,13*
e,673,bar,55,68,0.00098423,13*
e,674,bar,68,81,0.00098423,13*
e,675,bar,81,94,0.00098423,13*
e,676,bar,94,107,0.00098423,13*
e,677,bar,107,120,0.00098423,13*
e,678,bar,120,133,0.00098423,13*
e,679,bar,133,146,0.00098423,13*
e,680,bar,146,159,0.00098423,13*
e,681,bar,159,172,0.00098423,13*
e,682,bar,172,185,0.00098423,13*
e,683,bar,185,198,0.00098423,13*
e,684,bar,198,211,0.00098423,13*
e,685,bar,211,224,0.00098423,13*
e,686,bar,224,237,0.00098423,13*
e,687,bar,237,250,0.00098423,13*
e,688,bar,250,263,0.00098423,13*
e,689,bar,263,276,0.00098423,13*
e,690,bar,276,289,0.00098423,13*
e,691,bar,289,302,0.00098423,13*
e,692,bar,302,315,0.00098423,13*
e,693,bar,315,328,0.00098423,13*
e,694,bar,328,341,0.00098423,13*
e,695,bar,341,354,0.00098423,13*
e,696,bar,354,367,0.00098423,13*
e,697,bar,367,380,0.00098423,13*
e,698,bar,380,393,0.00098423,13*
e,699,bar,393,406,0.00098423,13*
e,700,bar,406,419,0.00098423,13*
e,701,bar,419,432,0.00098423,13*
e,702,bar,4,17,0.00098423,13*
e,703,bar,17,30,0.00098423,13*
e,704,bar,30,43,0.00098423,13*
e,705,bar,43,56,0.00098423,13*
e,706,bar,56,69,0.00098423,13*
e,707,bar,69,82,0.00098423,13*
e,708,bar,82,95,0.00098423,13*
e,709,bar,95,108,0.00098423,13*
e,710,bar,108,121,0.00098423,13*
e,711,bar,121,134,0.00098423,13*
e,712,bar,134,147,0.00098423,13*
e,713,bar,147,160,0.00098423,13*
e,714,bar,160,173,0.00098423,13*
e,715,bar,173,186,0.00098423,13*
e,716,bar,186,199,0.00098423,13*
e,717,bar,199,212,0.00098423,13*
e,718,bar,212,225,0.00098423,13*
e,719,bar,225,238,0.00098423,13*
e,720,bar,238,251,0.00098423,13*
e,721,bar,251,264,0.00098423,13*
e,722,bar,264,277,0.00098423,13*
e,723,bar,277,290,0.00098423,13*
e,724,bar,290,303,0.00098423,13*
e,725,bar,303,316,0.00098423,13*
e,726,bar,316,329,0.00098423,13*
e,727,bar,329,342,0.00098423,13*
e,728,bar,342,355,0.00098423,13*
e,729,bar,355,368,0.00098423,13*
e,730,bar,368,381,0.00098423,13*
e,731,bar,381,394,0.00098423,13*
e,732,bar,394,407,0.00098423,13*
e,733,bar,407,420,0.00098423,13*
e,734,bar,420,433,0.00098423,13*
e,735,bar,11,24,0.00022698,14*
e,736,bar,24,37,0.00022698,14*
e,737,bar,37,50,0.00022698,14*
e,738,bar,50,63,0.00022698,14*
e,739,bar,63,76,0.00022698,14*
e,740,bar,76,89,0.00022698,14*
e,741,bar,89,102,0.00022698,14*
e,742,bar,102,115,0.00022698,14*
e,743,bar,115,128,0.00022698,14*
e,744,bar,128,141,0.00022698,14*
e,745,bar,141,154,0.00022698,14*
e,746,bar,154,167,0.00022698,14*
e,747,bar,167,180,0.00022698,14*
e,748,bar,180,193,0.00022698,14*
e,749,bar,193,206,0.00022698,14*
e,750,bar,206,219,0.00022698,14*
e,751,bar,219,232,0.00022698,14*
e,752,bar,232,245,0.00022698,14*
e,753,bar,245,258,0.00022698,14*
e,754,bar,258,271,0.00022698,14*
e,755,bar,271,284,0.00022698,14*
e,756,bar,284,297,0.00022698,14*
e,757,bar,297,310,0.00022698,14*
e,758,bar,310,323,0.00022698,14*
e,759,bar,323,336,0.00022698,14*
e,760,bar,336,349,0.00022698,14*
e,761,bar,349,362,0.00022698,14*
e,762,bar,362,375,0.00022698,14*
e,763,bar,375,388,0.00022698,14*
e,764,bar,388,401,0.00022698,14*
e,765,bar,401,414,0.00022698,14*
e,766,bar,414,427,0.00022698,14*
e,767,bar,427,440,0.00022698,14*
e,768,bar,16,17,0.0001131,12*
e,769,bar,17,18,0.0001131,12*
e,770,bar,18,19,0.0001131,12*
e,771,bar,19,20,0.0001131,12*
e,772,bar,20,21,0.0001131,12*
e,773,bar,21,22,0.0001131,12*
e,774,bar,22,23,0.0001131,12*
e,775,bar,23,24,0.0001131,12*
e,776,bar,29,30,0.0001131,12*
e,777,bar,30,31,0.0001131,12*
e,778,bar,31,32,0.0001131,12*
e,779,bar,32,33,0.0001131,12*
e,780,bar,33,34,0.0001131,12*
e,781,bar,34,35,0.0001131,12*
e,782,bar,35,36,0.0001131,12*
e,783,bar,36,37,0.0001131,12*
e,784,bar,42,43,0.0001131,12*
e,785,bar,43,44,0.0001131,12*
e,786,bar,44,45,0.0001131,12*
e,787,bar,45,46,0.0001131,12*
e,788,bar,46,47,0.0001131,12*
e,789,bar,47,48,0.0001131,12*
e,790,bar,48,49,0.0001131,12*
e,791,bar,49,50,0.0001131,12*
e,792,bar,55,56,0.0001131,12*
e,793,bar,56,57,0.0001131,12*
e,794,bar,57,58,0.0001131,12*
e,795,bar,58,59,0.0001131,12*
e,796,bar,59,60,0.0001131,12*
e,797,bar,60,61,0.0001131,12*
e,798,bar,61,62,0.0001131,12*
e,799,bar,62,63,0.0001131,12*
e,800,bar,68,69,0.0001131,12*
e,801,bar,69,70,0.0001131,12*
e,802,bar,70,71,0.0001131,12*
e,803,bar,71,72,0.0001131,12*
e,804,bar,72,73,0.0001131,12*
e,805,bar,73,74,0.0001131,12*
e,806,bar,74,75,0.0001131,12*
e,807,bar,75,76,0.0001131,12*
e,808,bar,120,121,0.0001131,12*
e,809,bar,121,122,0.0001131,12*
e,810,bar,122,123,0.0001131,12*
e,811,bar,123,124,0.0001131,12*
e,812,bar,124,125,0.0001131,12*
e,813,bar,125,126,0.0001131,12*
e,814,bar,126,127,0.0001131,12*
e,815,bar,127,128,0.0001131,12*
e,816,bar,172,173,0.0001131,12*
e,817,bar,173,174,0.0001131,12*
e,818,bar,174,175,0.0001131,12*
e,819,bar,175,176,0.0001131,12*
e,820,bar,176,177,0.0001131,12*
e,821,bar,177,178,0.0001131,12*
e,822,bar,178,179,0.0001131,12*
e,823,bar,179,180,0.0001131,12*
e,824,bar,224,225,0.0001131,12*
e,825,bar,225,226,0.0001131,12*
e,826,bar,226,227,0.0001131,12*
e,827,bar,227,228,0.0001131,12*
e,828,bar,228,229,0.0001131,12*
e,829,bar,229,230,0.0001131,12*
e,830,bar,230,231,0.0001131,12*
e,831,bar,231,232,0.0001131,12*
e,832,bar,276,277,0.0001131,12*
e,833,bar,277,278,0.0001131,12*
e,834,bar,278,279,0.0001131,12*
e,835,bar,279,280,0.0001131,12*
e,836,bar,280,281,0.0001131,12*
e,837,bar,281,282,0.0001131,12*
e,838,bar,282,283,0.0001131,12*
e,839,bar,283,284,0.0001131,12*
e,840,bar,328,329,0.0001131,12*
e,841,bar,329,330,0.0001131,12*
e,842,bar,330,331,0.0001131,12*
e,843,bar,331,332,0.0001131,12*
e,844,bar,332,333,0.0001131,12*
e,845,bar,333,334,0.0001131,12*
e,846,bar,334,335,0.0001131,12*
e,847,bar,335,336,0.0001131,12*
e,848,bar,354,355,0.0001131,12*
e,849,bar,355,356,0.0001131,12*
e,850,bar,356,357,0.0001131,12*
e,851,bar,357,358,0.0001131,12*
e,852,bar,358,359,0.0001131,12*
e,853,bar,359,360,0.0001131,12*
e,854,bar,360,361,0.0001131,12*
e,855,bar,361,362,0.0001131,12*
e,856,bar,380,381,0.0001131,12*
e,857,bar,381,382,0.0001131,12*
e,858,bar,382,383,0.0001131,12*
e,859,bar,383,384,0.0001131,12*
e,860,bar,384,385,0.0001131,12*
e,861,bar,385,386,0.0001131,12*
e,862,bar,386,387,0.0001131,12*
e,863,bar,387,388,0.0001131,12*
e,864,bar,406,407,0.0001131,12*
e,865,bar,407,408,0.0001131,12*
e,866,bar,408,409,0.0001131,12*
e,867,bar,409,410,0.0001131,12*
e,868,bar,410,411,0.0001131,12*
e,869,bar,411,412,0.0001131,12*
e,870,bar,412,413,0.0001131,12*
e,871,bar,413,414,0.0001131,12*
e,872,bar,432,433,0.0001131,12*
e,873,bar,433,434,0.0001131,12*
e,874,bar,434,435,0.0001131,12*
e,875,bar,435,436,0.0001131,12*
e,876,bar,436,437,0.0001131,12*
e,877,bar,437,438,0.0001131,12*
e,878,bar,438,439,0.0001131,12*
e,879,bar,439,440,0.0001131,12*
e,880,bar,154,155,0.042,15*
e,881,bar,167,168,0.042,15*
e,882,bar,180,181,0.042,15*
e,883,bar,193,194,0.042,15*
e,884,bar,206,207,0.042,15*
e,885,bar,219,220,0.042,15*
e,886,bar,232,233,0.042,15*
e,887,bar,245,246,0.042,15*
e,888,bar,258,259,0.042,15*
e,889,bar,271,272,0.042,15*
e,890,bar,284,285,0.042,15*
e,891,bar,297,298,0.042,15*
e,892,bar,310,311,0.042,15*
e,893,bar,323,324,0.042,15*
bar1,mat13,b669,a0.00098423,b670,a0.00098423,b671,a0.00098423,b672,a0.00098423,b673,a0.00098423,b674,a0.00098423,b675,a0.00098423,b676,a0.00098423,b677,a0.00098423,b678,a0.00098423,b679,a0.00098423,b680,a0.00098423,b681,a0.00098423,b682,a0.00098423,b683,a0.00098423,b684,a0.00098423,b685,a0.00098423,b686,a0.00098423,b687,a0.00098423,b688,a0.00098423,b689,a0.00098423,b690,a0.00098423,b691,a0.00098423,b692,a0.00098423,b693,a0.00098423,b694,a0.00098423,b695,a0.00098423,b696,a0.00098423,b697,a0.00098423,b698,a0.00098423,b699,a0.00098423,b700,a0.00098423,b701,a0.00098423*
bar2,mat13,b702,a0.00098423,b703,a0.00098423,b704,a0.00098423,b705,a0.00098423,b706,a0.00098423,b707,a0.00098423,b708,a0.00098423,b709,a0.00098423,b710,a0.00098423,b711,a0.00098423,b712,a0.00098423,b713,a0.00098423,b714,a0.00098423,b715,a0.00098423,b716,a0.00098423,b717,a0.00098423,b718,a0.00098423,b719,a0.00098423,b720,a0.00098423,b721,a0.00098423,b722,a0.00098423,b723,a0.00098423,b724,a0.00098423,b725,a0.00098423,b726,a0.00098423,b727,a0.00098423,b728,a0.00098423,b729,a0.00098423,b730,a0.00098423,b731,a0.00098423,b732,a0.00098423,b733,a0.00098423,b734,a0.00098423*
bar3,mat14,b735,a0.00022698,b736,a0.00022698,b737,a0.00022698,b738,a0.00022698,b739,a0.00022698,b740,a0.00022698,b741,a0.00022698,b742,a0.00022698,b743,a0.00022698,b744,a0.00022698,b745,a0.00022698,b746,a0.00022698,b747,a0.00022698,b748,a0.00022698,b749,a0.00022698,b750,a0.00022698,b751,a0.00022698,b752,a0.00022698,b753,a0.00022698,b754,a0.00022698,b755,a0.00022698,b756,a0.00022698,b757,a0.00022698,b758,a0.00022698,b759,a0.00022698,b760,a0.00022698,b761,a0.00022698,b762,a0.00022698,b763,a0.00022698,b764,a0.00022698,b765,a0.00022698,b766,a0.00022698,b767,a0.00022698*
bar4,mat12,b768,a0.0001131,b769,a0.0001131,b770,a0.0001131,b771,a0.0001131,b772,a0.0001131,b773,a0.0001131,b774,a0.0001131,b775,a0.0001131*
bar5,mat12,b776,a0.0001131,b777,a0.0001131,b778,a0.0001131,b779,a0.0001131,b780,a0.0001131,b781,a0.0001131,b782,a0.0001131,b783,a0.0001131*
bar6,mat12,b784,a0.0001131,b785,a0.0001131,b786,a0.0001131,b787,a0.0001131,b788,a0.0001131,b789,a0.0001131,b790,a0.0001131,b791,a0.0001131*
bar7,mat12,b792,a0.0001131,b793,a0.0001131,b794,a0.0001131,b795,a0.0001131,b796,a0.0001131,b797,a0.0001131,b798,a0.0001131,b799,a0.0001131*
bar8,mat12,b800,a0.0001131,b801,a0.0001131,b802,a0.0001131,b803,a0.0001131,b804,a0.0001131,b805,a0.0001131,b806,a0.0001131,b807,a0.0001131*
bar9,mat12,b808,a0.0001131,b809,a0.0001131,b810,a0.0001131,b811,a0.0001131,b812,a0.0001131,b813,a0.0001131,b814,a0.0001131,b815,a0.0001131*
bar10,mat12,b816,a0.0001131,b817,a0.0001131,b818,a0.0001131,b819,a0.0001131,b820,a0.0001131,b821,a0.0001131,b822,a0.0001131,b823,a0.0001131*
bar11,mat12,b824,a0.0001131,b825,a0.0001131,b826,a0.0001131,b827,a0.0001131,b828,a0.0001131,b829,a0.0001131,b830,a0.0001131,b831,a0.0001131*
bar12,mat12,b832,a0.0001131,b833,a0.0001131,b834,a0.0001131,b835,a0.0001131,b836,a0.0001131,b837,a0.0001131,b838,a0.0001131,b839,a0.0001131*
bar13,mat12,b840,a0.0001131,b841,a0.0001131,b842,a0.0001131,b843,a0.0001131,b844,a0.0001131,b845,a0.0001131,b846,a0.0001131,b847,a0.0001131*
bar14,mat12,b848,a0.0001131,b849,a0.0001131,b850,a0.0001131,b851,a0.0001131,b852,a0.0001131,b853,a0.0001131,b854,a0.0001131,b855,a0.0001131*
bar15,mat12,b856,a0.0001131,b857,a0.0001131,b858,a0.0001131,b859,a0.0001131,b860,a0.0001131,b861,a0.0001131,b862,a0.0001131,b863,a0.0001131*
bar16,mat12,b864,a0.0001131,b865,a0.0001131,b866,a0.0001131,b867,a0.0001131,b868,a0.0001131,b869,a0.0001131,b870,a0.0001131,b871,a0.0001131*
bar17,mat12,b872,a0.0001131,b873,a0.0001131,b874,a0.0001131,b875,a0.0001131,b876,a0.0001131,b877,a0.0001131,b878,a0.0001131,b879,a0.0001131*
bar18,mat15,b880,a0.042*
bar19,mat15,b881,a0.042*
bar20,mat15,b882,a0.042*
bar21,mat15,b883,a0.042*
bar22,mat15,b884,a0.042*
bar23,mat15,b885,a0.042*
bar24,mat15,b886,a0.042*
bar25,mat15,b887,a0.042*
bar26,mat15,b888,a0.042*
bar27,mat15,b889,a0.042*
bar28,mat15,b890,a0.042*
bar29,mat15,b891,a0.042*
bar30,mat15,b892,a0.042*
bar31,mat15,b893,a0.042*
