version,1,0.01*
steps,2*

m,1,concrete,10.7,24239*
m,11,steel,1.0E8,210000.0,20.5*
m,12,steel,375,200000,20.5*
m,13,steel,705,210000.0,20.5*
m,14,steel,705,210000.0,20.5*
m,15,steelLinSoft,0.259,24239,2.42*
b,483,ux,0.0*
e,343,conc3N,219,232,220,0.8,1*
e,344,conc3N,232,233,220,0.8,1*
e,345,conc3N,223,236,224,0.38,1*
e,346,conc3N,236,237,224,0.38,1*
e,347,conc3N,224,238,225,0.38,1*
e,348,conc3N,237,238,224,0.38,1*
e,349,conc3N,225,238,226,0.38,1*
e,350,conc3N,238,239,226,0.38,1*
e,351,conc3N,226,240,227,0.38,1*
e,352,conc3N,239,240,226,0.38,1*
e,353,conc3N,227,240,228,0.38,1*
e,354,conc3N,240,241,228,0.38,1*
e,355,conc3N,228,242,229,0.38,1*
e,356,conc3N,241,242,228,0.38,1*
e,357,conc3N,229,242,230,0.38,1*
e,358,conc3N,242,243,230,0.38,1*
e,359,conc3N,230,244,231,0.8,1*
e,360,conc3N,243,244,230,0.8,1*
e,361,conc3N,231,244,232,0.8,1*
e,362,conc3N,244,245,232,0.8,1*
e,363,conc3N,232,246,233,0.8,1*
e,364,conc3N,245,246,232,0.8,1*
e,365,conc3N,236,250,237,0.38,1*
e,366,conc3N,249,250,236,0.38,1*
e,367,conc3N,237,250,238,0.38,1*
e,368,conc3N,250,251,238,0.38,1*
e,369,conc3N,238,252,239,0.38,1*
e,370,conc3N,251,252,238,0.38,1*
e,371,conc3N,239,252,240,0.38,1*
e,372,conc3N,252,253,240,0.38,1*
e,373,conc3N,240,254,241,0.38,1*
e,374,conc3N,253,254,240,0.38,1*
e,375,conc3N,241,254,242,0.38,1*
e,376,conc3N,254,255,242,0.38,1*
e,377,conc3N,242,256,243,0.38,1*
e,378,conc3N,255,256,242,0.38,1*
e,379,conc3N,243,256,244,0.8,1*
e,380,conc3N,256,257,244,0.8,1*
e,381,conc3N,244,258,245,0.8,1*
e,382,conc3N,257,258,244,0.8,1*
e,383,conc3N,245,258,246,0.8,1*
e,384,conc3N,258,259,246,0.8,1*
e,385,conc3N,249,262,250,0.38,1*
e,386,conc3N,262,263,250,0.38,1*
e,387,conc3N,250,264,251,0.38,1*
e,388,conc3N,263,264,250,0.38,1*
e,389,conc3N,251,264,252,0.38,1*
e,390,conc3N,264,265,252,0.38,1*
e,391,conc3N,252,266,253,0.38,1*
e,392,conc3N,265,266,252,0.38,1*
e,393,conc3N,253,266,254,0.38,1*
e,394,conc3N,266,267,254,0.38,1*
e,395,conc3N,254,268,255,0.38,1*
e,396,conc3N,267,268,254,0.38,1*
e,397,conc3N,255,268,256,0.38,1*
e,398,conc3N,268,269,256,0.38,1*
e,399,conc3N,256,270,257,0.8,1*
e,400,conc3N,269,270,256,0.8,1*
e,401,conc3N,257,270,258,0.8,1*
e,402,conc3N,270,271,258,0.8,1*
e,403,conc3N,258,272,259,0.8,1*
e,404,conc3N,271,272,258,0.8,1*
e,405,conc3N,262,276,263,0.38,1*
e,406,conc3N,275,276,262,0.38,1*
e,407,conc3N,263,276,264,0.38,1*
e,408,conc3N,276,277,264,0.38,1*
e,409,conc3N,264,278,265,0.38,1*
e,410,conc3N,277,278,264,0.38,1*
e,411,conc3N,265,278,266,0.38,1*
e,412,conc3N,278,279,266,0.38,1*
e,413,conc3N,266,280,267,0.38,1*
e,414,conc3N,279,280,266,0.38,1*
e,415,conc3N,267,280,268,0.38,1*
e,416,conc3N,280,281,268,0.38,1*
e,417,conc3N,268,282,269,0.38,1*
e,418,conc3N,281,282,268,0.38,1*
e,419,conc3N,269,282,270,0.8,1*
e,420,conc3N,282,283,270,0.8,1*
e,421,conc3N,270,284,271,0.8,1*
e,422,conc3N,283,284,270,0.8,1*
e,423,conc3N,271,284,272,0.8,1*
e,424,conc3N,284,285,272,0.8,1*
e,425,conc3N,275,288,276,0.38,1*
e,426,conc3N,288,289,276,0.38,1*
e,427,conc3N,276,290,277,0.38,1*
e,428,conc3N,289,290,276,0.38,1*
e,429,conc3N,277,290,278,0.38,1*
e,430,conc3N,290,291,278,0.38,1*
e,431,conc3N,278,292,279,0.38,1*
e,432,conc3N,291,292,278,0.38,1*
e,433,conc3N,279,292,280,0.38,1*
e,434,conc3N,292,293,280,0.38,1*
e,435,conc3N,280,294,281,0.38,1*
e,436,conc3N,293,294,280,0.38,1*
e,437,conc3N,281,294,282,0.38,1*
e,438,conc3N,294,295,282,0.38,1*
e,439,conc3N,282,296,283,0.8,1*
e,440,conc3N,295,296,282,0.8,1*
e,441,conc3N,283,296,284,0.8,1*
e,442,conc3N,296,297,284,0.8,1*
e,443,conc3N,284,298,285,0.8,1*
e,444,conc3N,297,298,284,0.8,1*
e,445,conc3N,288,302,289,0.38,1*
e,446,conc3N,301,302,288,0.38,1*
e,447,conc3N,289,302,290,0.38,1*
e,448,conc3N,302,303,290,0.38,1*
e,449,conc3N,290,304,291,0.38,1*
e,450,conc3N,303,304,290,0.38,1*
e,451,conc3N,291,304,292,0.38,1*
e,452,conc3N,304,305,292,0.38,1*
e,453,conc3N,292,306,293,0.38,1*
e,454,conc3N,305,306,292,0.38,1*
e,455,conc3N,293,306,294,0.38,1*
e,456,conc3N,306,307,294,0.38,1*
e,457,conc3N,294,308,295,0.38,1*
e,458,conc3N,307,308,294,0.38,1*
e,459,conc3N,295,308,296,0.8,1*
e,460,conc3N,308,309,296,0.8,1*
e,461,conc3N,296,310,297,0.8,1*
e,462,conc3N,309,310,296,0.8,1*
e,463,conc3N,297,310,298,0.8,1*
e,464,conc3N,310,311,298,0.8,1*
e,465,conc3N,301,314,302,0.38,1*
e,466,conc3N,314,315,302,0.38,1*
e,467,conc3N,302,316,303,0.38,1*
e,468,conc3N,315,316,302,0.38,1*
e,469,conc3N,303,316,304,0.38,1*
e,470,conc3N,316,317,304,0.38,1*
e,471,conc3N,304,318,305,0.38,1*
e,472,conc3N,317,318,304,0.38,1*
e,473,conc3N,305,318,306,0.38,1*
e,474,conc3N,318,319,306,0.38,1*
e,475,conc3N,306,320,307,0.38,1*
e,476,conc3N,319,320,306,0.38,1*
e,477,conc3N,307,320,308,0.38,1*
e,478,conc3N,320,321,308,0.38,1*
e,479,conc3N,308,322,309,0.8,1*
e,480,conc3N,321,322,308,0.8,1*
e,481,conc3N,309,322,310,0.8,1*
e,482,conc3N,322,323,310,0.8,1*
e,483,conc3N,310,324,311,0.8,1*
e,484,conc3N,323,324,310,0.8,1*
e,485,conc3N,314,328,315,0.38,1*
e,486,conc3N,327,328,314,0.38,1*
e,487,conc3N,315,328,316,0.38,1*
e,488,conc3N,328,329,316,0.38,1*
e,489,conc3N,316,330,317,0.38,1*
e,490,conc3N,329,330,316,0.38,1*
e,491,conc3N,317,330,318,0.38,1*
e,492,conc3N,330,331,318,0.38,1*
e,493,conc3N,318,332,319,0.38,1*
e,494,conc3N,331,332,318,0.38,1*
e,495,conc3N,319,332,320,0.38,1*
e,496,conc3N,332,333,320,0.38,1*
e,497,conc3N,320,334,321,0.38,1*
e,498,conc3N,333,334,320,0.38,1*
e,499,conc3N,321,334,322,0.8,1*
e,500,conc3N,334,335,322,0.8,1*
e,501,conc3N,322,336,323,0.8,1*
e,502,conc3N,335,336,322,0.8,1*
e,503,conc3N,323,336,324,0.8,1*
e,504,conc3N,336,337,324,0.8,1*
e,505,conc3N,327,340,328,0.38,1*
e,506,conc3N,340,341,328,0.38,1*
e,507,conc3N,328,342,329,0.38,1*
e,508,conc3N,341,342,328,0.38,1*
e,509,conc3N,329,342,330,0.38,1*
e,510,conc3N,342,343,330,0.38,1*
e,511,conc3N,330,344,331,0.38,1*
e,512,conc3N,343,344,330,0.38,1*
e,513,conc3N,331,344,332,0.38,1*
e,514,conc3N,344,345,332,0.38,1*
e,515,conc3N,332,346,333,0.38,1*
e,516,conc3N,345,346,332,0.38,1*
e,517,conc3N,333,346,334,0.38,1*
e,518,conc3N,346,347,334,0.38,1*
e,519,conc3N,334,348,335,0.8,1*
e,520,conc3N,347,348,334,0.8,1*
e,521,conc3N,335,348,336,0.8,1*
e,522,conc3N,348,349,336,0.8,1*
e,523,conc3N,336,350,337,0.8,1*
e,524,conc3N,349,350,336,0.8,1*
e,525,conc3N,340,354,341,0.38,1*
e,526,conc3N,353,354,340,0.38,1*
e,527,conc3N,341,354,342,0.38,1*
e,528,conc3N,354,355,342,0.38,1*
e,529,conc3N,342,356,343,0.38,1*
e,530,conc3N,355,356,342,0.38,1*
e,531,conc3N,343,356,344,0.38,1*
e,532,conc3N,356,357,344,0.38,1*
e,533,conc3N,344,358,345,0.38,1*
e,534,conc3N,357,358,344,0.38,1*
e,535,conc3N,345,358,346,0.38,1*
e,536,conc3N,358,359,346,0.38,1*
e,537,conc3N,346,360,347,0.38,1*
e,538,conc3N,359,360,346,0.38,1*
e,539,conc3N,347,360,348,0.8,1*
e,540,conc3N,360,361,348,0.8,1*
e,541,conc3N,348,362,349,0.8,1*
e,542,conc3N,361,362,348,0.8,1*
e,543,conc3N,349,362,350,0.8,1*
e,544,conc3N,362,363,350,0.8,1*
e,545,conc3N,353,366,354,0.38,1*
e,546,conc3N,366,367,354,0.38,1*
e,547,conc3N,354,368,355,0.38,1*
e,548,conc3N,367,368,354,0.38,1*
e,549,conc3N,355,368,356,0.38,1*
e,550,conc3N,368,369,356,0.38,1*
e,551,conc3N,356,370,357,0.38,1*
e,552,conc3N,369,370,356,0.38,1*
e,553,conc3N,357,370,358,0.38,1*
e,554,conc3N,370,371,358,0.38,1*
e,555,conc3N,358,372,359,0.38,1*
e,556,conc3N,371,372,358,0.38,1*
e,557,conc3N,359,372,360,0.38,1*
e,558,conc3N,372,373,360,0.38,1*
e,559,conc3N,360,374,361,0.8,1*
e,560,conc3N,373,374,360,0.8,1*
e,561,conc3N,361,374,362,0.8,1*
e,562,conc3N,374,375,362,0.8,1*
e,563,conc3N,362,376,363,0.8,1*
e,564,conc3N,375,376,362,0.8,1*
e,565,conc3N,366,380,367,0.38,1*
e,566,conc3N,379,380,366,0.38,1*
e,567,conc3N,367,380,368,0.38,1*
e,568,conc3N,380,381,368,0.38,1*
e,569,conc3N,368,382,369,0.38,1*
e,570,conc3N,381,382,368,0.38,1*
e,571,conc3N,369,382,370,0.38,1*
e,572,conc3N,382,383,370,0.38,1*
e,573,conc3N,370,384,371,0.38,1*
e,574,conc3N,383,384,370,0.38,1*
e,575,conc3N,371,384,372,0.38,1*
e,576,conc3N,384,385,372,0.38,1*
e,577,conc3N,372,386,373,0.38,1*
e,578,conc3N,385,386,372,0.38,1*
e,579,conc3N,373,386,374,0.8,1*
e,580,conc3N,386,387,374,0.8,1*
e,581,conc3N,374,388,375,0.8,1*
e,582,conc3N,387,388,374,0.8,1*
e,583,conc3N,375,388,376,0.8,1*
e,584,conc3N,388,389,376,0.8,1*
e,585,conc3N,376,390,377,0.8,11*
e,586,conc3N,389,390,376,0.8,11*
e,587,conc3N,379,392,380,0.38,1*
e,588,conc3N,392,393,380,0.38,1*
e,589,conc3N,380,394,381,0.38,1*
e,590,conc3N,393,394,380,0.38,1*
e,591,conc3N,381,394,382,0.38,1*
e,592,conc3N,394,395,382,0.38,1*
e,593,conc3N,382,396,383,0.38,1*
e,594,conc3N,395,396,382,0.38,1*
e,595,conc3N,383,396,384,0.38,1*
e,596,conc3N,396,397,384,0.38,1*
e,597,conc3N,384,398,385,0.38,1*
e,598,conc3N,397,398,384,0.38,1*
e,599,conc3N,385,398,386,0.38,1*
e,600,conc3N,398,399,386,0.38,1*
e,601,conc3N,386,400,387,0.8,1*
e,602,conc3N,399,400,386,0.8,1*
e,603,conc3N,387,400,388,0.8,1*
e,604,conc3N,400,401,388,0.8,1*
e,605,conc3N,388,402,389,0.8,1*
e,606,conc3N,401,402,388,0.8,1*
e,607,conc3N,389,402,390,0.8,11*
e,608,conc3N,402,403,390,0.8,11*
e,609,conc3N,392,406,393,0.38,1*
e,610,conc3N,405,406,392,0.38,1*
e,611,conc3N,393,406,394,0.38,1*
e,612,conc3N,406,407,394,0.38,1*
e,613,conc3N,394,408,395,0.38,1*
e,614,conc3N,407,408,394,0.38,1*
e,615,conc3N,395,408,396,0.38,1*
e,616,conc3N,408,409,396,0.38,1*
e,617,conc3N,396,410,397,0.38,1*
e,618,conc3N,409,410,396,0.38,1*
e,619,conc3N,397,410,398,0.38,1*
e,620,conc3N,410,411,398,0.38,1*
e,621,conc3N,398,412,399,0.38,1*
e,622,conc3N,411,412,398,0.38,1*
e,623,conc3N,399,412,400,0.8,1*
e,624,conc3N,412,413,400,0.8,1*
e,625,conc3N,400,414,401,0.8,1*
e,626,conc3N,413,414,400,0.8,1*
e,627,conc3N,401,414,402,0.8,1*
e,628,conc3N,414,415,402,0.8,1*
e,629,conc3N,405,418,406,0.38,1*
e,630,conc3N,418,419,406,0.38,1*
e,631,conc3N,406,420,407,0.38,1*
e,632,conc3N,419,420,406,0.38,1*
e,633,conc3N,407,420,408,0.38,1*
e,634,conc3N,420,421,408,0.38,1*
e,635,conc3N,408,422,409,0.38,1*
e,636,conc3N,421,422,408,0.38,1*
e,637,conc3N,409,422,410,0.38,1*
e,638,conc3N,422,423,410,0.38,1*
e,639,conc3N,410,424,411,0.38,1*
e,640,conc3N,423,424,410,0.38,1*
e,641,conc3N,411,424,412,0.38,1*
e,642,conc3N,424,425,412,0.38,1*
e,643,conc3N,412,426,413,0.8,1*
e,644,conc3N,425,426,412,0.8,1*
e,645,conc3N,413,426,414,0.8,1*
e,646,conc3N,426,427,414,0.8,1*
e,647,conc3N,414,428,415,0.8,1*
e,648,conc3N,427,428,414,0.8,1*
e,649,conc3N,418,432,419,0.38,1*
e,650,conc3N,431,432,418,0.38,1*
e,651,conc3N,419,432,420,0.38,1*
e,652,conc3N,432,433,420,0.38,1*
e,653,conc3N,420,434,421,0.38,1*
e,654,conc3N,433,434,420,0.38,1*
e,655,conc3N,421,434,422,0.38,1*
e,656,conc3N,434,435,422,0.38,1*
e,657,conc3N,422,436,423,0.38,1*
e,658,conc3N,435,436,422,0.38,1*
e,659,conc3N,423,436,424,0.38,1*
e,660,conc3N,436,437,424,0.38,1*
e,661,conc3N,424,438,425,0.38,1*
e,662,conc3N,437,438,424,0.38,1*
e,663,conc3N,425,438,426,0.8,1*
e,664,conc3N,438,439,426,0.8,1*
e,665,conc3N,426,440,427,0.8,1*
e,666,conc3N,439,440,426,0.8,1*
e,667,conc3N,427,440,428,0.8,1*
e,668,conc3N,440,441,428,0.8,1*
e,669,conc3N,431,444,432,0.38,1*
e,670,conc3N,444,445,432,0.38,1*
e,671,conc3N,432,446,433,0.38,1*
e,672,conc3N,445,446,432,0.38,1*
e,673,conc3N,433,446,434,0.38,1*
e,674,conc3N,446,447,434,0.38,1*
e,675,conc3N,434,448,435,0.38,1*
e,676,conc3N,447,448,434,0.38,1*
e,677,conc3N,435,448,436,0.38,1*
e,678,conc3N,448,449,436,0.38,1*
e,679,conc3N,436,450,437,0.38,1*
e,680,conc3N,449,450,436,0.38,1*
e,681,conc3N,437,450,438,0.38,1*
e,682,conc3N,450,451,438,0.38,1*
e,683,conc3N,438,452,439,0.8,1*
e,684,conc3N,451,452,438,0.8,1*
e,685,conc3N,439,452,440,0.8,1*
e,686,conc3N,452,453,440,0.8,1*
e,687,conc3N,440,454,441,0.8,1*
e,688,conc3N,453,454,440,0.8,1*
e,689,conc3N,444,458,445,0.38,1*
e,690,conc3N,457,458,444,0.38,1*
e,691,conc3N,445,458,446,0.38,1*
e,692,conc3N,458,459,446,0.38,1*
e,693,conc3N,446,460,447,0.38,1*
e,694,conc3N,459,460,446,0.38,1*
e,695,conc3N,447,460,448,0.38,1*
e,696,conc3N,460,461,448,0.38,1*
e,697,conc3N,448,462,449,0.38,1*
e,698,conc3N,461,462,448,0.38,1*
e,699,conc3N,449,462,450,0.38,1*
e,700,conc3N,462,463,450,0.38,1*
e,701,conc3N,450,464,451,0.38,1*
e,702,conc3N,463,464,450,0.38,1*
e,703,conc3N,451,464,452,0.8,1*
e,704,conc3N,464,465,452,0.8,1*
e,705,conc3N,452,466,453,0.8,1*
e,706,conc3N,465,466,452,0.8,1*
e,707,conc3N,453,466,454,0.8,1*
e,708,conc3N,466,467,454,0.8,1*
e,709,conc3N,457,470,458,0.38,1*
e,710,conc3N,470,471,458,0.38,1*
e,711,conc3N,458,472,459,0.38,1*
e,712,conc3N,471,472,458,0.38,1*
e,713,conc3N,459,472,460,0.38,1*
e,714,conc3N,472,473,460,0.38,1*
e,715,conc3N,460,474,461,0.38,1*
e,716,conc3N,473,474,460,0.38,1*
e,717,conc3N,461,474,462,0.38,1*
e,718,conc3N,474,475,462,0.38,1*
e,719,conc3N,462,476,463,0.38,1*
e,720,conc3N,475,476,462,0.38,1*
e,721,conc3N,463,476,464,0.38,1*
e,722,conc3N,476,477,464,0.38,1*
e,723,conc3N,464,478,465,0.8,1*
e,724,conc3N,477,478,464,0.8,1*
e,725,conc3N,465,478,466,0.8,1*
e,726,conc3N,478,479,466,0.8,1*
e,727,conc3N,466,480,467,0.8,1*
e,728,conc3N,479,480,466,0.8,1*
e,729,conc3N,470,484,471,0.38,1*
e,730,conc3N,483,484,470,0.38,1*
e,731,conc3N,471,484,472,0.38,1*
e,732,conc3N,484,485,472,0.38,1*
e,733,conc3N,472,486,473,0.38,1*
e,734,conc3N,485,486,472,0.38,1*
e,735,conc3N,473,486,474,0.38,1*
e,736,conc3N,486,487,474,0.38,1*
e,737,conc3N,474,488,475,0.38,1*
e,738,conc3N,487,488,474,0.38,1*
e,739,conc3N,475,488,476,0.38,1*
e,740,conc3N,488,489,476,0.38,1*
e,741,conc3N,476,490,477,0.38,1*
e,742,conc3N,489,490,476,0.38,1*
e,743,conc3N,477,490,478,0.8,1*
e,744,conc3N,490,491,478,0.8,1*
e,745,conc3N,478,492,479,0.8,1*
e,746,conc3N,491,492,478,0.8,1*
e,747,conc3N,479,492,480,0.8,1*
e,748,conc3N,492,493,480,0.8,1*
e,749,bar,3,16,0.00080425,13*
e,750,bar,16,29,0.00080425,13*
e,751,bar,29,42,0.00080425,13*
e,752,bar,42,55,0.00080425,13*
e,753,bar,55,68,0.00080425,13*
e,754,bar,68,81,0.00080425,13*
e,755,bar,81,94,0.00080425,13*
e,756,bar,94,107,0.00080425,13*
e,757,bar,107,120,0.00080425,13*
e,758,bar,120,133,0.00080425,13*
e,759,bar,133,146,0.00080425,13*
e,760,bar,146,159,0.00080425,13*
e,761,bar,159,172,0.00080425,13*
e,762,bar,172,185,0.00080425,13*
e,763,bar,185,198,0.00080425,13*
e,764,bar,198,211,0.00080425,13*
e,765,bar,211,224,0.00080425,13*
e,766,bar,224,237,0.00080425,13*
e,767,bar,237,250,0.00080425,13*
e,768,bar,250,263,0.00080425,13*
e,769,bar,263,276,0.00080425,13*
e,770,bar,276,289,0.00080425,13*
e,771,bar,289,302,0.00080425,13*
e,772,bar,302,315,0.00080425,13*
e,773,bar,315,328,0.00080425,13*
e,774,bar,328,341,0.00080425,13*
e,775,bar,341,354,0.00080425,13*
e,776,bar,354,367,0.00080425,13*
e,777,bar,367,380,0.00080425,13*
e,778,bar,380,393,0.00080425,13*
e,779,bar,393,406,0.00080425,13*
e,780,bar,406,419,0.00080425,13*
e,781,bar,419,432,0.00080425,13*
e,782,bar,432,445,0.00080425,13*
e,783,bar,445,458,0.00080425,13*
e,784,bar,458,471,0.00080425,13*
e,785,bar,471,484,0.00080425,13*
e,786,bar,4,17,0.00080425,13*
e,787,bar,17,30,0.00080425,13*
e,788,bar,30,43,0.00080425,13*
e,789,bar,43,56,0.00080425,13*
e,790,bar,56,69,0.00080425,13*
e,791,bar,69,82,0.00080425,13*
e,792,bar,82,95,0.00080425,13*
e,793,bar,95,108,0.00080425,13*
e,794,bar,108,121,0.00080425,13*
e,795,bar,121,134,0.00080425,13*
e,796,bar,134,147,0.00080425,13*
e,797,bar,147,160,0.00080425,13*
e,798,bar,160,173,0.00080425,13*
e,799,bar,173,186,0.00080425,13*
e,800,bar,186,199,0.00080425,13*
e,801,bar,199,212,0.00080425,13*
e,802,bar,212,225,0.00080425,13*
e,803,bar,225,238,0.00080425,13*
e,804,bar,238,251,0.00080425,13*
e,805,bar,251,264,0.00080425,13*
e,806,bar,264,277,0.00080425,13*
e,807,bar,277,290,0.00080425,13*
e,808,bar,290,303,0.00080425,13*
e,809,bar,303,316,0.00080425,13*
e,810,bar,316,329,0.00080425,13*
e,811,bar,329,342,0.00080425,13*
e,812,bar,342,355,0.00080425,13*
e,813,bar,355,368,0.00080425,13*
e,814,bar,368,381,0.00080425,13*
e,815,bar,381,394,0.00080425,13*
e,816,bar,394,407,0.00080425,13*
e,817,bar,407,420,0.00080425,13*
e,818,bar,420,433,0.00080425,13*
e,819,bar,433,446,0.00080425,13*
e,820,bar,446,459,0.00080425,13*
e,821,bar,459,472,0.00080425,13*
e,822,bar,472,485,0.00080425,13*
e,823,bar,11,24,0.00080425,14*
e,824,bar,24,37,0.00080425,14*
e,825,bar,37,50,0.00080425,14*
e,826,bar,50,63,0.00080425,14*
e,827,bar,63,76,0.00080425,14*
e,828,bar,76,89,0.00080425,14*
e,829,bar,89,102,0.00080425,14*
e,830,bar,102,115,0.00080425,14*
e,831,bar,115,128,0.00080425,14*
e,832,bar,128,141,0.00080425,14*
e,833,bar,141,154,0.00080425,14*
e,834,bar,154,167,0.00080425,14*
e,835,bar,167,180,0.00080425,14*
e,836,bar,180,193,0.00080425,14*
e,837,bar,193,206,0.00080425,14*
e,838,bar,206,219,0.00080425,14*
e,839,bar,219,232,0.00080425,14*
e,840,bar,232,245,0.00080425,14*
e,841,bar,245,258,0.00080425,14*
e,842,bar,258,271,0.00080425,14*
e,843,bar,271,284,0.00080425,14*
e,844,bar,284,297,0.00080425,14*
e,845,bar,297,310,0.00080425,14*
e,846,bar,310,323,0.00080425,14*
e,847,bar,323,336,0.00080425,14*
e,848,bar,336,349,0.00080425,14*
e,849,bar,349,362,0.00080425,14*
e,850,bar,362,375,0.00080425,14*
e,851,bar,375,388,0.00080425,14*
e,852,bar,388,401,0.00080425,14*
e,853,bar,401,414,0.00080425,14*
e,854,bar,414,427,0.00080425,14*
e,855,bar,427,440,0.00080425,14*
e,856,bar,440,453,0.00080425,14*
e,857,bar,453,466,0.00080425,14*
e,858,bar,466,479,0.00080425,14*
e,859,bar,479,492,0.00080425,14*
e,860,bar,16,17,0.00015394,12*
e,861,bar,17,18,0.00015394,12*
e,862,bar,18,19,0.00015394,12*
e,863,bar,19,20,0.00015394,12*
e,864,bar,20,21,0.00015394,12*
e,865,bar,21,22,0.00015394,12*
e,866,bar,22,23,0.00015394,12*
e,867,bar,23,24,0.00015394,12*
e,868,bar,29,30,0.00015394,12*
e,869,bar,30,31,0.00015394,12*
e,870,bar,31,32,0.00015394,12*
e,871,bar,32,33,0.00015394,12*
e,872,bar,33,34,0.00015394,12*
e,873,bar,34,35,0.00015394,12*
e,874,bar,35,36,0.00015394,12*
e,875,bar,36,37,0.00015394,12*
e,876,bar,42,43,0.00015394,12*
e,877,bar,43,44,0.00015394,12*
e,878,bar,44,45,0.00015394,12*
e,879,bar,45,46,0.00015394,12*
e,880,bar,46,47,0.00015394,12*
e,881,bar,47,48,0.00015394,12*
e,882,bar,48,49,0.00015394,12*
e,883,bar,49,50,0.00015394,12*
e,884,bar,55,56,0.00015394,12*
e,885,bar,56,57,0.00015394,12*
e,886,bar,57,58,0.00015394,12*
e,887,bar,58,59,0.00015394,12*
e,888,bar,59,60,0.00015394,12*
e,889,bar,60,61,0.00015394,12*
e,890,bar,61,62,0.00015394,12*
e,891,bar,62,63,0.00015394,12*
e,892,bar,68,69,0.00015394,12*
e,893,bar,69,70,0.00015394,12*
e,894,bar,70,71,0.00015394,12*
e,895,bar,71,72,0.00015394,12*
e,896,bar,72,73,0.00015394,12*
e,897,bar,73,74,0.00015394,12*
e,898,bar,74,75,0.00015394,12*
e,899,bar,75,76,0.00015394,12*
e,900,bar,120,121,0.00015394,12*
e,901,bar,121,122,0.00015394,12*
e,902,bar,122,123,0.00015394,12*
e,903,bar,123,124,0.00015394,12*
e,904,bar,124,125,0.00015394,12*
e,905,bar,125,126,0.00015394,12*
e,906,bar,126,127,0.00015394,12*
e,907,bar,127,128,0.00015394,12*
e,908,bar,172,173,0.00015394,12*
e,909,bar,173,174,0.00015394,12*
e,910,bar,174,175,0.00015394,12*
e,911,bar,175,176,0.00015394,12*
e,912,bar,176,177,0.00015394,12*
e,913,bar,177,178,0.00015394,12*
e,914,bar,178,179,0.00015394,12*
e,915,bar,179,180,0.00015394,12*
e,916,bar,224,225,0.00015394,12*
e,917,bar,225,226,0.00015394,12*
e,918,bar,226,227,0.00015394,12*
e,919,bar,227,228,0.00015394,12*
e,920,bar,228,229,0.00015394,12*
e,921,bar,229,230,0.00015394,12*
e,922,bar,230,231,0.00015394,12*
e,923,bar,231,232,0.00015394,12*
e,924,bar,276,277,0.00015394,12*
e,925,bar,277,278,0.00015394,12*
e,926,bar,278,279,0.00015394,12*
e,927,bar,279,280,0.00015394,12*
e,928,bar,280,281,0.00015394,12*
e,929,bar,281,282,0.00015394,12*
e,930,bar,282,283,0.00015394,12*
e,931,bar,283,284,0.00015394,12*
e,932,bar,328,329,0.00015394,12*
e,933,bar,329,330,0.00015394,12*
e,934,bar,330,331,0.00015394,12*
e,935,bar,331,332,0.00015394,12*
e,936,bar,332,333,0.00015394,12*
e,937,bar,333,334,0.00015394,12*
e,938,bar,334,335,0.00015394,12*
e,939,bar,335,336,0.00015394,12*
e,940,bar,380,381,0.00015394,12*
e,941,bar,381,382,0.00015394,12*
e,942,bar,382,383,0.00015394,12*
e,943,bar,383,384,0.00015394,12*
e,944,bar,384,385,0.00015394,12*
e,945,bar,385,386,0.00015394,12*
e,946,bar,386,387,0.00015394,12*
e,947,bar,387,388,0.00015394,12*
e,948,bar,406,407,0.00015394,12*
e,949,bar,407,408,0.00015394,12*
e,950,bar,408,409,0.00015394,12*
e,951,bar,409,410,0.00015394,12*
e,952,bar,410,411,0.00015394,12*
e,953,bar,411,412,0.00015394,12*
e,954,bar,412,413,0.00015394,12*
e,955,bar,413,414,0.00015394,12*
e,956,bar,432,433,0.00015394,12*
e,957,bar,433,434,0.00015394,12*
e,958,bar,434,435,0.00015394,12*
e,959,bar,435,436,0.00015394,12*
e,960,bar,436,437,0.00015394,12*
e,961,bar,437,438,0.00015394,12*
e,962,bar,438,439,0.00015394,12*
e,963,bar,439,440,0.00015394,12*
e,964,bar,458,459,0.00015394,12*
e,965,bar,459,460,0.00015394,12*
e,966,bar,460,461,0.00015394,12*
e,967,bar,461,462,0.00015394,12*
e,968,bar,462,463,0.00015394,12*
e,969,bar,463,464,0.00015394,12*
e,970,bar,464,465,0.00015394,12*
e,971,bar,465,466,0.00015394,12*
e,972,bar,484,485,0.00015394,12*
e,973,bar,485,486,0.00015394,12*
e,974,bar,486,487,0.00015394,12*
e,975,bar,487,488,0.00015394,12*
e,976,bar,488,489,0.00015394,12*
e,977,bar,489,490,0.00015394,12*
e,978,bar,490,491,0.00015394,12*
e,979,bar,491,492,0.00015394,12*
e,980,bar,89,90,0.035033,15*
e,981,bar,102,103,0.035033,15*
e,982,bar,115,116,0.035033,15*
e,983,bar,128,129,0.035033,15*
e,984,bar,141,142,0.035033,15*
e,985,bar,154,155,0.035033,15*
e,986,bar,167,168,0.035033,15*
e,987,bar,180,181,0.035033,15*
e,988,bar,193,194,0.035033,15*
e,989,bar,206,207,0.035033,15*
e,990,bar,219,220,0.035033,15*
e,991,bar,232,233,0.035033,15*
e,992,bar,245,246,0.035033,15*
e,993,bar,258,259,0.035033,15*
e,994,bar,271,272,0.035033,15*
